Cia	Prj	Parte_Prj	Nivel	Valor	ValorAcumulado	Nivel1	Nivel2	Nivel3	Nivel4	Nivel5	Proyecto
Sp	31199	0070	4	24864.00	24864.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 24.864,00€	        634333.0070 (Operación) - 10.252,64€	            C330-00-000-1 (Recep OC) - 24.864,00€		Sp-31199.0070
Sp	31199	0070	4	53.50	53.50	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 53,50€	        634333.0070 (Operación) - 10.252,64€	            99032 (Recep OC) - 53,50€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	85.60	85.60	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 85,60€	        634333.0070 (Operación) - 10.252,64€	            99028 (Recep OC) - 85,60€		Sp-31199.0070
Sp	31199	0070	4	85.60	85.60	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 85,60€	        634333.0070 (Operación) - 10.252,64€	            99025 (Recep OC) - 85,60€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	1275.44	1275.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.275,44€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 1.275,44€		Sp-31199.0070
Sp	31199	0070	4	610.02	610.02	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 610,02€	        634333.0070 (Operación) - 10.252,64€	            141143 (Transfer. Stock) - 610,02€		Sp-31199.0070
Sp	31199	0070	4	12.59	12.59	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 12,59€	        634333.0070 (Operación) - 10.252,64€	            103133 (Estándar) - 12,59€		Sp-31199.0070
Sp	31199	0070	4	376.72	376.72	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 376,72€	        634333.0070 (Operación) - 10.252,64€	            99069 (Recep OC) - 376,72€		Sp-31199.0070
Sp	31199	0070	4	145.52	145.52	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 145,52€	        634333.0070 (Operación) - 10.252,64€	            141144 (Recep OC) - 145,52€		Sp-31199.0070
Sp	31199	0070	4	6.40	6.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,40€	        634333.0070 (Operación) - 10.252,64€	            142171 (Recep OC) - 6,40€		Sp-31199.0070
Sp	31199	0070	4	12572.00	12572.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 12.572,00€	        634333.0070 (Operación) - 10.252,64€	            C610-00-00-1 (Recep OC) - 12.572,00€		Sp-31199.0070
Sp	31199	0070	4	94.76	94.76	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 94,76€	        634333.0070 (Operación) - 10.252,64€	            99063 (Recep OC) - 94,76€		Sp-31199.0070
Sp	31199	0070	4	98.32	98.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 98,32€	        634333.0070 (Operación) - 10.252,64€	            99062 (Recep OC) - 98,32€		Sp-31199.0070
Sp	31199	0070	4	329.08	329.08	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 329,08€	        634333.0070 (Operación) - 10.252,64€	            99061 (Recep OC) - 329,08€		Sp-31199.0070
Sp	31199	0070	4	41.96	41.96	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 41,96€	        634333.0070 (Operación) - 10.252,64€	            99039 (Recep OC) - 41,96€		Sp-31199.0070
Sp	31199	0070	4	6.88	6.88	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,88€	        634333.0070 (Operación) - 10.252,64€	            103131 (Estándar) - 6,88€		Sp-31199.0070
Sp	31199	0070	4	300.56	300.56	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 300,56€	        634333.0070 (Operación) - 10.252,64€	            99012 (Recep OC) - 300,56€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99044 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	85.60	85.60	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 85,60€	        634333.0070 (Operación) - 10.252,64€	            99044 (Recep OC) - 85,60€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	-42.80	-42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - -42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - -42,80€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99020 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	892.38	892.38	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 892,38€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 892,38€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	-297.46	-297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - -297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - -297,46€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	114.76	114.76	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 114,76€	        634333.0070 (Operación) - 10.252,64€	            130101 (Recep OC) - 114,76€		Sp-31199.0070
Sp	31199	0070	4	4871.00	4871.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 4.871,00€	        634333.0070 (Operación) - 10.252,64€	            C580-00-000-1 (Recep OC) - 4.871,00€		Sp-31199.0070
Sp	31199	0070	4	291.04	291.04	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 291,04€	        634333.0070 (Operación) - 10.252,64€	            141144 (Recep OC) - 291,04€		Sp-31199.0070
Sp	31199	0070	4	6.40	6.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,40€	        634333.0070 (Operación) - 10.252,64€	            142171 (Recep OC) - 6,40€		Sp-31199.0070
Sp	31199	0070	4	229.68	229.68	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 229,68€	        634333.0070 (Operación) - 10.252,64€	            99005 (Recep OC) - 229,68€		Sp-31199.0070
Sp	31199	0070	4	448.00	448.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 448,00€	        634333.0070 (Operación) - 10.252,64€	            99003 (Recep OC) - 448,00€		Sp-31199.0070
Sp	31199	0070	4	14835.00	14835.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 14.835,00€	        634333.0070 (Operación) - 10.252,64€	            C520-00-000-1 (Recep OC) - 14.835,00€		Sp-31199.0070
Sp	31199	0070	4	70.00	70.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 70,00€	        634333.0070 (Operación) - 10.252,64€	            99051 (Recep OC) - 70,00€		Sp-31199.0070
Sp	31199	0070	4	98.32	98.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 98,32€	        634333.0070 (Operación) - 10.252,64€	            99050 (Recep OC) - 98,32€		Sp-31199.0070
Sp	31199	0070	4	300.00	300.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 300,00€	        634333.0070 (Operación) - 10.252,64€	            99049 (Recep OC) - 300,00€		Sp-31199.0070
Sp	31199	0070	4	41.96	41.96	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 41,96€	        634333.0070 (Operación) - 10.252,64€	            99039 (Recep OC) - 41,96€		Sp-31199.0070
Sp	31199	0070	4	300.00	300.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 300,00€	        634333.0070 (Operación) - 10.252,64€	            99048 (Recep OC) - 300,00€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	152.00	152.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 152,00€	        634333.0070 (Operación) - 10.252,64€	            520-03/4-35/6 (Recep OC) - 152,00€		Sp-31199.0070
Sp	31199	0070	4	5319.00	5319.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 5.319,00€	        634333.0070 (Operación) - 10.252,64€	            C680-00-000-1 (Recep OC) - 5.319,00€		Sp-31199.0070
Sp	31199	0070	4	6.88	6.88	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,88€	        634333.0070 (Operación) - 10.252,64€	            103131 (Estándar) - 6,88€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	105.64	105.64	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 105,64€	        634333.0070 (Operación) - 10.252,64€	            99033 (Recep OC) - 105,64€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	-297.46	-297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - -297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - -297,46€		Sp-31199.0070
Sp	31199	0070	4	297.46	297.46	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 297,46€	        634333.0070 (Operación) - 10.252,64€	            141139 (Recep OC) - 297,46€		Sp-31199.0070
Sp	31199	0070	4	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        634333.0070 (Operación) - 10.252,64€	            103133 (Estándar) - 0,00€		Sp-31199.0070
Sp	31199	0070	4	18.16	18.16	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 18,16€	        634333.0070 (Operación) - 10.252,64€	            105313 (Estándar) - 18,16€		Sp-31199.0070
Sp	31199	0070	4	1.00	1.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1,00€	        634333.0070 (Operación) - 10.252,64€	            101446 (Estándar) - 1,00€		Sp-31199.0070
Sp	31199	0070	4	12389.00	12389.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 12.389,00€	        634333.0070 (Operación) - 10.252,64€	            C310-00-000-1 (Recep OC) - 12.389,00€		Sp-31199.0070
Sp	31199	0070	4	148.44	148.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 148,44€	        634333.0070 (Operación) - 10.252,64€	            99036 (Recep OC) - 148,44€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	80.25	80.25	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 80,25€	        634333.0070 (Operación) - 10.252,64€	            99032 (Recep OC) - 80,25€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99028 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	21.40	21.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,40€	        634333.0070 (Operación) - 10.252,64€	            99027 (Recep OC) - 21,40€		Sp-31199.0070
Sp	31199	0070	4	86.64	86.64	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 86,64€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 86,64€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	813.20	813.20	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 813,20€	        634333.0070 (Operación) - 10.252,64€	            143189 (Recep OC) - 813,20€		Sp-31199.0070
Sp	31199	0070	4	72.76	72.76	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 72,76€	        634333.0070 (Operación) - 10.252,64€	            141912 (Recep OC) - 72,76€		Sp-31199.0070
Sp	31199	0070	4	797.15	797.15	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 797,15€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 797,15€		Sp-31199.0070
Sp	31199	0070	4	5.28	5.28	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 5,28€	        634333.0070 (Operación) - 10.252,64€	            138289 (Recep OC) - 5,28€		Sp-31199.0070
Sp	31199	0070	4	46.32	46.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 46,32€	        634333.0070 (Operación) - 10.252,64€	            127426 (Recep OC) - 46,32€		Sp-31199.0070
Sp	31199	0070	4	6.30	6.30	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 6,30€	        634333.0070 (Operación) - 10.252,64€	            103133 (Estándar) - 6,30€		Sp-31199.0070
Sp	31199	0070	4	80.25	80.25	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 80,25€	        634333.0070 (Operación) - 10.252,64€	            99031 (Recep OC) - 80,25€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99025 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	3.84	3.84	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 3,84€	        634333.0070 (Operación) - 10.252,64€	            103131 (Estándar) - 3,84€		Sp-31199.0070
Sp	31199	0070	4	64.20	64.20	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 64,20€	        634333.0070 (Operación) - 10.252,64€	            99028 (Recep OC) - 64,20€		Sp-31199.0070
Sp	31199	0070	4	5.85	5.85	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 5,85€	        634333.0070 (Operación) - 10.252,64€	            128165 (Estándar) - 5,85€		Sp-31199.0070
Sp	31199	0070	4	1019.00	1019.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.019,00€	        634333.0070 (Operación) - 10.252,64€	            C596-00-000-1 (Recep OC) - 1.019,00€		Sp-31199.0070
Sp	31199	0070	4	21.40	21.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,40€	        634333.0070 (Operación) - 10.252,64€	            99027 (Recep OC) - 21,40€		Sp-31199.0070
Sp	31199	0070	4	21.66	21.66	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,66€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 21,66€		Sp-31199.0070
Sp	31199	0070	4	159.43	159.43	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 159,43€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 159,43€		Sp-31199.0070
Sp	31199	0070	4	612.00	612.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 612,00€	        634333.0070 (Operación) - 10.252,64€	            C397-00-000-1 (Recep OC) - 612,00€		Sp-31199.0070
Sp	31199	0070	4	21.40	21.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,40€	        634333.0070 (Operación) - 10.252,64€	            99068 (Recep OC) - 21,40€		Sp-31199.0070
Sp	31199	0070	4	21.66	21.66	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,66€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 21,66€		Sp-31199.0070
Sp	31199	0070	4	159.43	159.43	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 159,43€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 159,43€		Sp-31199.0070
Sp	31199	0070	4	1076.00	1076.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 1.076,00€	        634333.0070 (Operación) - 10.252,64€	            C396-00-000-1 (Recep OC) - 1.076,00€		Sp-31199.0070
Sp	31199	0070	4	0.00	0.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 0,00€	        634333.0070 (Operación) - 10.252,64€	            126193 (Estándar) - 0,00€		Sp-31199.0070
Sp	31199	0070	4	21.40	21.40	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,40€	        634333.0070 (Operación) - 10.252,64€	            99027 (Recep OC) - 21,40€		Sp-31199.0070
Sp	31199	0070	4	159.43	159.43	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 159,43€	        634333.0070 (Operación) - 10.252,64€	            141276 (Recep OC) - 159,43€		Sp-31199.0070
Sp	31199	0070	4	21.66	21.66	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,66€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 21,66€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	2444.00	2444.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 2.444,00€	        634333.0070 (Operación) - 10.252,64€	            C300-00-000-1 (Recep OC) - 2.444,00€		Sp-31199.0070
Sp	31199	0070	4	64.98	64.98	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 64,98€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 64,98€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
Sp	31199	0070	4	148.44	148.44	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 148,44€	        634333.0070 (Operación) - 10.252,64€	            99036 (Recep OC) - 148,44€		Sp-31199.0070
Sp	31199	0070	4	5839.00	5839.00	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 5.839,00€	        634333.0070 (Operación) - 10.252,64€	            C780-00-000-1 (Recep OC) - 5.839,00€		Sp-31199.0070
Sp	31199	0070	4	42.80	42.80	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 42,80€	        634333.0070 (Operación) - 10.252,64€	            99044 (Recep OC) - 42,80€		Sp-31199.0070
Sp	31199	0070	4	85.60	85.60	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 85,60€	        634333.0070 (Operación) - 10.252,64€	            99044 (Recep OC) - 85,60€		Sp-31199.0070
Sp	31199	0070	4	21.66	21.66	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 21,66€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 21,66€		Sp-31199.0070
Sp	31199	0070	4	43.32	43.32	31199.0070 -  03 - Fabricación	    31199.0070 - Subproyecto - 43,32€	        634333.0070 (Operación) - 10.252,64€	            144772 (Recep OC) - 43,32€		Sp-31199.0070
