Row	Column	Wks	Value
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.19	15000
DISEÑO HARDWARE	DISEÑO NR	2024.19	7150.73
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.19	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.19	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.19	11440.16
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.19	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.19	27169.55
ROBCAD	ROBCAD	2024.19	37019.9
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.19	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.19	159.44
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.19	115850
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.19	1097.6
DESMONTAJE	MONTAJE MECÁNICO	2024.19	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.19	6588
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.19	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.19	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.19	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.19	159933.67
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.19	26664
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.19	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.19	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.19	5215.98
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.19	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.19	8819.57
RECEPCION UTILES	MATERIAL MECÁNICO	2024.19	2546.25
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.19	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.19	100.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.19	1118.39
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.19	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.19	91566.61
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.19	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.19	29501.67
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.19	10887
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.19	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.19	273169.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.19	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.19	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.19	4.64
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.19	202.85
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.19	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.19	1697.97
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.19	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.19	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.19	6105.67
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.19	109451.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.19	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.19	87770.16
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.19	2538.54
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.19	412.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.19	340124.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.19	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.19	5954.41
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.19	92714.61
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.19	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.19	807.91
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.19	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.19	8076.52
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.19	2135
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.19	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.19	105051.64
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.19	92702.5
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.19	317873.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.19	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.19	3693.28
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.19	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2025.12	74664.24
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2025.12	104416.4
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2025.12	23665.5
GESTION Y COORDINACION	ROBÓTICA	2025.12	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2025.12	8614.5
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2025.12	18321.84
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.12	19337.2
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2025.12	15000
DISEÑO HARDWARE	DISEÑO NR	2025.12	11020.56
DISEÑO HARDWARE	MATERIAL MECÁNICO	2025.12	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2025.12	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2025.12	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2025.12	47993.68
ROBCAD	ROBCAD	2025.12	46262.93
PUESTA EN MARCHA EN SERRA	GESTIÓN DE PROYECTOS	2025.12	2868.32
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.12	22061.36
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2025.12	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2025.12	49475.35
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2025.12	21679.85
PUESTA EN MARCHA EN SERRA	FABRICACIÓN MECÁNICA	2025.12	2671.25
DESMONTAJE	MONTAJE MECÁNICO	2025.12	3960
DESMONTAJE	MONTAJE MECÁNICO	2025.12	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2025.12	1985.44
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2025.12	219.72
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2025.12	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.12	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2025.12	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.12	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2025.12	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.12	209051.59
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2025.12	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.12	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.12	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.12	18005.6
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2025.12	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2025.12	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2025.12	3008.1
RECEPCION UTILES	MONTAJE MECÁNICO	2025.12	38079.12
RECEPCION UTILES	METROLOGÍA	2025.12	238.48
RECEPCION UTILES	FABRICACIÓN MECÁNICA	2025.12	19.75
RECEPCION UTILES	MATERIAL ELÉCTRICO	2025.12	12
RECEPCION UTILES	MATERIAL FLUIDOS	2025.12	146.47
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.12	44.39
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.12	7060.19
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2025.12	224.19
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.12	8210.24
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2025.12	20693.56
ARMARIOS ELECTRICOS	INSTALACIÓN E.N.R.	2025.12	2649.84
ARMARIOS ELECTRICOS	FABRICACIÓN MECÁNICA	2025.12	57.23
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2025.12	97967.27
ARMARIOS ELECTRICOS	MATERIAL FLUIDOS	2025.12	305.83
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.12	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2025.12	52406.58
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.12	24014.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.12	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2025.12	340091.5
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2025.12	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2025.12	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.12	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.12	206.5
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.12	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.12	4677.56
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.12	94.5
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.12	208.33
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.12	35888.96
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.12	55138
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.12	15828.73
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.12	107160.56
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2025.12	105681.19
MONTAJE EN SERRA	MATERIAL FLUIDOS	2025.12	3744.35
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.12	30524.95
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.12	499932.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2025.12	7207.43
FABRICACION UTILES/GARRAS	METROLOGÍA	2025.12	16514.44
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2025.12	126308.17
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.12	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2025.12	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.12	381.2
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.12	726.24
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.12	9345.46
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.12	6393
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.12	105.8
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.12	7604.76
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.12	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.12	110462.9
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2025.12	99610.74
GRANDES COMPRAS	MATERIAL MECÁNICO	2025.12	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.12	9920.6
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.12	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2025.12	4246
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2025.12	160
COSTES EVITABLES	MONTAJE MECÁNICO	2025.12	1895.8
COSTES EVITABLES	MONTAJE MECÁNICO	2025.12	400
COSTES EVITABLES	METROLOGÍA	2025.12	69.1
COSTES EVITABLES	INSTALACIÓN E.N.R.	2025.12	2222.23
COSTES EVITABLES	MATERIAL MECÁNICO	2025.12	157.8
COSTES EVITABLES PROVEEDORES	DISEÑO MECÁNICO	2025.12	98.49
COSTES EVITABLES PROVEEDORES	FABRICACIÓN MECÁNICA	2025.12	580
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2025.12	1781.95
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2025.12	78.55
COSTES EVITABLES PROVEEDORES	INSTALACIÓN E.N.R.	2025.12	1020.4
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.44	44967.72
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.44	79497.98
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.44	18927.18
GESTION Y COORDINACION	ROBÓTICA	2024.44	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.44	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.44	9232.54
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.44	4687.36
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.44	15000
DISEÑO HARDWARE	DISEÑO NR	2024.44	8835.25
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.44	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.44	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.44	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2024.44	35247.65
ROBCAD	ROBCAD	2024.44	43607.53
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.44	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.44	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.44	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.44	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.44	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.44	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.44	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.44	425.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.44	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.44	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.44	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.44	21106.32
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.44	190446.05
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.44	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.44	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.44	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.44	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.44	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.44	2.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.44	2892.57
RECEPCION UTILES	MONTAJE MECÁNICO	2024.44	12223.9
RECEPCION UTILES	MATERIAL FLUIDOS	2024.44	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.44	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.44	128.52
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.44	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.44	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.44	92353.91
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.44	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.44	30165.41
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.44	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.44	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.44	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.44	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.44	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.44	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.44	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.44	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.44	2593.2
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.44	13269.41
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.44	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.44	9894.39
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.44	107160.56
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.44	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.44	77471.25
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.44	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.44	3220.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.44	483691.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.44	1761.26
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.44	8994.81
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.44	120812.64
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.44	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.44	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.44	88
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.44	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.44	8400.81
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.44	5459
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.44	728.6
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.44	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.44	107056.17
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.44	94604.36
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.44	411772.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.44	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.44	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.44	2382
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.44	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.39	41590.92
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.39	73026.43
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.39	18048.3
GESTION Y COORDINACION	ROBÓTICA	2024.39	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.39	3932.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.39	7028.52
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.39	4101.44
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.39	15000
DISEÑO HARDWARE	DISEÑO NR	2024.39	7150.73
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.39	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.39	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.39	11586.64
DISEÑO SOFTWARE	ROBÓTICA	2024.39	31217.46
ROBCAD	ROBCAD	2024.39	40878.65
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.39	878.88
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.39	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.39	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.39	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.39	6588
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.39	425.16
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.39	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.39	185513.33
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.39	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.39	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.39	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.39	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.39	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.39	12223.9
RECEPCION UTILES	MATERIAL MECÁNICO	2024.39	2892.57
RECEPCION UTILES	MATERIAL FLUIDOS	2024.39	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.39	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.39	128.52
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.39	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.39	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.39	92353.91
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.39	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.39	29546.59
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.39	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.39	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.39	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.39	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.39	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.39	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.39	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.39	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.39	1940.48
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.39	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.39	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.39	8728.63
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.39	10151.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.39	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.39	71759.1
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.39	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.39	3220.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.39	362753.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.39	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.39	6783.61
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.39	94403.96
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.39	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.39	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.39	8
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.39	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.39	8268.32
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.39	4613
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.39	72.86
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.39	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.39	106647.54
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.39	94036.18
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.39	317873.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.39	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.39	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.39	2382
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.39	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.2	38298.54
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.2	52232.45
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.2	14679.26
GESTION Y COORDINACION	ROBÓTICA	2024.2	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.2	3589.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.2	6955.66
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.2	3222.56
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.2	15000
DISEÑO HARDWARE	DISEÑO NR	2024.2	7150.73
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.2	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.2	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.2	11440.16
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.2	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.2	27488.42
ROBCAD	ROBCAD	2024.2	37019.9
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.2	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.2	159.44
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.2	115850
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.2	2469.6
DESMONTAJE	MONTAJE MECÁNICO	2024.2	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.2	6588
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.2	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.2	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.2	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.2	159933.67
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.2	26664
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.2	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.2	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.2	5215.98
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.2	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.2	9385.53
RECEPCION UTILES	MATERIAL MECÁNICO	2024.2	2546.25
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.2	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.2	100.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.2	1992.71
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.2	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.2	92225.71
